19.085244	19.085244	
21.361162	21.361162	
36.628781	36.628781	
48.767013	48.767013	
62.991502	62.991502	
67.258849	67.258849	
92.673271	92.673271	
105.001162	105.001162	
121.975720	121.975720	
132.975992	132.975992	
143.881434	143.881434	
160.761162	160.761162	
183.235856	183.235856	
202.296672	202.296672	
221.167829	221.167829	
231.504291	231.504291	
234.064700	234.064700	
236.435448	236.435448	
240.133815	240.133815	
259.099802	259.099802	
271.807013	271.807013	
288.497081	288.497081	
298.549053	298.549053	
316.756400	316.756400	
337.713815	337.713815	
351.369325	351.369325	
367.395584	367.395584	
387.878849	387.878849	
408.646604	408.646604	
430.457489	430.457489	
443.923339	443.923339	
453.501162	453.501162	
464.027285	464.027285	
485.079530	485.079530	
495.890142	495.890142	
511.157761	511.157761	
513.338849	513.338849	
516.563067	516.563067	
524.908101	524.908101	
548.520754	548.520754	
559.995176	559.995176	
577.159393	577.159393	
