19.512190	19.512190	
21.313959	21.313959	
27.003755	27.003755	
38.288517	38.288517	
48.245660	48.245660	
62.564980	62.564980	
66.737497	66.737497	
73.470422	73.470422	
81.530966	81.530966	
92.436408	92.436408	
99.738313	99.738313	
105.522939	105.522939	
109.979946	109.979946	
121.454367	121.454367	
138.144435	138.144435	
151.325796	151.325796	
164.127837	164.127837	
178.352327	178.352327	
182.430014	182.430014	
193.525116	193.525116	
218.939537	218.939537	
225.956952	225.956952	
236.672735	236.672735	
240.181442	240.181442	
249.285116	249.285116	
265.785524	265.785524	
276.501306	276.501306	
289.967156	289.967156	
298.027701	298.027701	
306.372735	306.372735	
325.054231	325.054231	
337.476952	337.476952	
354.830830	354.830830	
365.641442	365.641442	
377.115864	377.115864	
401.961306	401.961306	
404.901034	404.901034	
407.082122	407.082122	
409.547701	409.547701	
413.815048	413.815048	
424.151510	424.151510	
434.867293	434.867293	
439.988109	439.988109	
460.281714	460.281714	
