28.511924	28.511924	
31.736141	31.736141	
40.555325	40.555325	
50.607298	50.607298	
64.167978	64.167978	
73.176822	73.176822	
83.797774	83.797774	
96.884305	96.884305	
120.022808	120.022808	
130.454101	130.454101	
151.506345	151.506345	
164.308386	164.308386	
171.799951	171.799951	
179.196686	179.196686	
191.809066	191.809066	
205.938726	205.938726	
212.956141	212.956141	
217.796897	217.796897	
230.409278	230.409278	
244.444108	244.444108	
265.401523	265.401523	
268.910230	268.910230	
273.462067	273.462067	
281.048462	281.048462	
289.583156	289.583156	
298.497169	298.497169	
305.135264	305.135264	
317.463156	317.463156	
331.023836	331.023836	
337.092952	337.092952	
346.860434	346.860434	
357.196897	357.196897	
362.033224	362.033224	
370.188598	370.188598	
374.361115	374.361115	
377.869822	377.869822	
391.904652	391.904652	
409.258530	409.258530	
427.086557	427.086557	
439.414448	439.414448	
442.259346	442.259346	
451.173360	451.173360	
456.389006	456.389006	
462.837441	462.837441	
482.562067	482.562067	
491.286421	491.286421	
512.338666	512.338666	
515.657713	515.657713	
523.623428	523.623428	
531.114992	531.114992	
545.813632	545.813632	
553.115537	553.115537	
564.210639	564.210639	
570.279754	570.279754	
583.555945	583.555945	
596.073496	596.073496	
614.565332	614.565332	
634.669278	634.669278	
639.600434	639.600434	
654.014584	654.014584	
671.558122	671.558122	
685.972271	685.972271	
696.972543	696.972543	
715.274720	715.274720	
732.818258	732.818258	
749.034176	749.034176	
761.362067	761.362067	
780.233224	780.233224	
788.293768	788.293768	
801.949278	801.949278	
825.846421	825.846421	
841.872679	841.872679	
852.114312	852.114312	
868.045741	868.045741	.
877.918113	877.918113	
895.082330	895.082330	
909.022330	909.022330	
913.289677	913.289677	
919.643283	919.643283	
933.962603	933.962603	
937.376480	937.376480	
941.074847	941.074847	
954.066548	954.066548	
965.540970	965.540970	
983.084507	983.084507	
996.076208	996.076208	
1010.964507	1010.964507	
1032.396072	1032.396072	
1039.128997	1039.128997	
1042.448045	1042.448045	
1047.284371	1047.284371	
1056.672535	1056.672535	
1064.164099	1064.164099	
1078.104099	1078.104099	
1092.897569	1092.897569	
1107.216888	1107.216888	
1116.320562	1116.320562	
1124.001786	1124.001786	
1129.786412	1129.786412	
1136.329677	1136.329677	
1148.088589	1148.088589	
1162.218249	1162.218249	 
