27.818034	27.818034	
30.093952	30.093952	
41.568374	41.568374	
50.577217	50.577217	
67.172456	67.172456	
87.371231	87.371231	
99.699122	99.699122	
108.802796	108.802796	
117.527149	117.527149	
124.923884	124.923884	
131.277490	131.277490	
138.863884	138.863884	
147.493408	147.493408	
155.269462	155.269462	
160.674768	160.674768	
171.390551	171.390551	
182.011503	182.011503	
190.925517	190.925517	
196.425653	196.425653	
200.124020	200.124020	
209.322524	209.322524	
219.564156	219.564156	
227.814360	227.814360	
235.685245	235.685245	
243.840619	243.840619	
254.840891	254.840891	
261.004837	261.004837	
276.651775	276.651775	
283.384700	283.384700	
288.505517	288.505517	
296.376401	296.376401	
304.152456	304.152456	
307.850823	307.850823	
314.488918	314.488918	
323.402932	323.402932	
333.170415	333.170415	
338.860211	338.860211	
349.765653	349.765653	
357.636537	357.636537	
367.593680	367.593680	
387.602796	387.602796	
396.516809	396.516809	
413.681027	413.681027	
418.327694	418.327694	
430.750415	430.750415	
439.379939	439.379939	
444.405925	444.405925	
449.811231	449.811231	
457.682115	457.682115	
462.802932	462.802932	
469.820347	469.820347	
476.742932	476.742932	
480.536129	480.536129	
487.932864	487.932864	
502.915993	502.915993	
509.933408	509.933408	
517.614632	517.614632	
533.166741	533.166741	
546.253272	546.253272	
555.546605	555.546605	
563.986469	563.986469	
570.624564	570.624564	
581.435177	581.435177	
596.513136	596.513136	
607.039258	607.039258	
612.539394	612.539394	
628.375993	628.375993	
640.324564	640.324564	
650.092047	650.092047	
655.023204	655.023204	
657.583612	657.583612	
660.144020	660.144020	
662.325109	662.325109	
665.075177	665.075177	
666.876945	666.876945	
670.290823	670.290823	
682.239394	682.239394	
688.877490	688.877490	
694.377626	694.377626	
705.662388	705.662388	
717.800619	717.800619	
730.602660	730.602660	
742.361571	742.361571	
750.896265	750.896265	
762.655177	762.655177	
773.655449	773.655449	
789.207558	789.207558	
800.966469	800.966469	
812.061571	812.061571	
820.406605	820.406605	
826.855041	826.855041	
835.579394	835.579394	
848.665925	848.665925	
856.726469	856.726469	
866.968102	866.968102	
886.597898	886.597898	
891.623884	891.623884	
898.736129	898.736129	
905.943204	905.943204	
911.727830	911.727830	
918.650415	918.650415	
927.185109	927.185109	
935.530143	935.530143	
946.530415	946.530415	
952.884020	952.884020	
962.841163	962.841163	
971.660347	971.660347	
976.117354	976.117354	
983.324428	983.324428	
995.747149	995.747149	
1008.454360	1008.454360	
1014.428646	1014.428646	
1018.601163	1018.601163	
1025.144428	1025.144428	
1037.661979	1037.661979	
1041.170687	1041.170687	
1044.015585	1044.015585	
1046.575993	1046.575993	
1049.515721	1049.515721	
1056.817626	1056.817626	
1064.214360	1064.214360	
1078.154360	1078.154360	
1083.844156	1083.844156	
1090.671911	1090.671911	
1100.913544	1100.913544	
1107.361979	1107.361979	
1116.844973	1116.844973	
